,name,handedness,height,weight,avg,homeruns,hr_bucket,bmi,bmi_bucket,hr_sqrt
278,Gary Allenson,R,71,185,0.221,19,Low home run hitter (under 25 HR),25.79944455,25,4.358898944
279,Milt May,L,72,190,0.263,77,Mid home run hitter (25-100 HR),25.7658179,25,8.774964387
280,Mike Vail,R,73,180,0.279,34,Mid home run hitter (25-100 HR),23.74554325,23,5.830951895
281,Nick Esasky,R,75,200,0.25,122,Big home run hitter (over 200 HR),24.99555556,24,11.04536102
282,Jim Nettles,L,72,186,0.22,16,Low home run hitter (under 25 HR),25.22337963,25,4
283,Chris Cannizzaro,R,72,190,0.235,18,Low home run hitter (under 25 HR),25.7658179,25,4.242640687
284,Larry Biittner,L,74,205,0.273,29,Mid home run hitter (25-100 HR),26.31756757,26,5.385164807
285,Mel Stottlemyre,R,73,178,0.16,7,Low home run hitter (under 25 HR),23.48170388,23,2.645751311
286,Roy Smalley,B,73,185,0.257,163,Big home run hitter (over 200 HR),24.40514168,24,12.76714533
287,Andy Messersmith,R,73,200,0.17,5,Low home run hitter (under 25 HR),26.38393695,26,2.236067978
288,Richie Zisk,R,73,200,0.287,207,Big home run hitter (over 200 HR),26.38393695,26,14.38749457
289,Dave Chalk,R,70,175,0.252,15,Low home run hitter (under 25 HR),25.10714286,25,3.872983346
290,Don Baylor,R,73,190,0.26,338,Big home run hitter (over 200 HR),25.0647401,25,18.38477631
291,John Vukovich,R,73,187,0.161,6,Low home run hitter (under 25 HR),24.66898105,24,2.449489743
292,Danny Thompson,R,72,183,0.248,15,Low home run hitter (under 25 HR),24.81655093,24,3.872983346
293,Joe Simpson,L,75,175,0.242,9,Low home run hitter (under 25 HR),21.87111111,21,3
294,Bill Fahey,L,72,200,0.241,7,Low home run hitter (under 25 HR),27.12191358,27,2.645751311
295,Doug Camilli,R,71,195,0.199,18,Low home run hitter (under 25 HR),27.19400913,27,4.242640687
296,Bernie Allen,L,72,175,0.239,73,Mid home run hitter (25-100 HR),23.73167438,23,8.544003745
297,Bruce Bochy,R,75,205,0.239,26,Mid home run hitter (25-100 HR),25.62044444,25,5.099019514
298,Claudell Washington,L,72,190,0.278,164,Big home run hitter (over 200 HR),25.7658179,25,12.80624847
299,John Donaldson,L,71,160,0.238,4,Low home run hitter (under 25 HR),22.31303313,22,2
300,John Mayberry,L,75,215,0.253,255,Big home run hitter (over 200 HR),26.87022222,26,15.96871942
301,Ken Reitz,R,72,180,0.26,68,Mid home run hitter (25-100 HR),24.40972222,24,8.246211251
302,Amos Otis,R,71,165,0.277,193,Big home run hitter (over 200 HR),23.01031541,23,13.89244399
303,Gene Alley,R,70,160,0.254,55,Mid home run hitter (25-100 HR),22.95510204,22,7.416198487
304,Ted Sizemore,R,70,165,0.262,23,Low home run hitter (under 25 HR),23.67244898,23,4.795831523
305,Dan Briggs,L,72,180,0.195,12,Low home run hitter (under 25 HR),24.40972222,24,3.464101615
306,Doug Flynn,R,71,165,0.238,7,Low home run hitter (under 25 HR),23.01031541,23,2.645751311
307,Ken Holtzman,R,74,175,0.163,2,Low home run hitter (under 25 HR),22.46621622,22,1.414213562
308,Pete Ward,L,73,185,0.254,98,Mid home run hitter (25-100 HR),24.40514168,24,9.899494937
309,Kevin Bell,R,72,195,0.222,13,Low home run hitter (under 25 HR),26.44386574,26,3.605551275
310,Tom Nieto,R,73,193,0.205,5,Low home run hitter (under 25 HR),25.46049916,25,2.236067978
311,Duke Sims,L,74,197,0.239,100,Mid home run hitter (25-100 HR),25.29054054,25,10
312,Larvell Blanks,R,68,167,0.253,20,Low home run hitter (under 25 HR),25.38948962,25,4.472135955
313,Mike Davis,L,74,175,0.259,91,Mid home run hitter (25-100 HR),22.46621622,22,9.539392014
314,Jerry Reuss,L,77,200,0.167,1,Low home run hitter (under 25 HR),23.71394839,23,1
315,Steve Yeager,R,72,190,0.228,102,Big home run hitter (over 200 HR),25.7658179,25,10.09950494
316,Danny Goodwin,L,73,195,0.236,13,Low home run hitter (under 25 HR),25.72433853,25,3.605551275
317,Bud Harrelson,B,71,160,0.236,7,Low home run hitter (under 25 HR),22.31303313,22,2.645751311
318,Bob Knepper,L,75,195,0.137,6,Low home run hitter (under 25 HR),24.37066667,24,2.449489743
319,Mickey Rivers,L,70,165,0.295,61,Mid home run hitter (25-100 HR),23.67244898,23,7.810249676
320,Jim Northrup,L,75,190,0.267,153,Big home run hitter (over 200 HR),23.74577778,23,12.36931688
321,John Hale,L,74,195,0.201,14,Low home run hitter (under 25 HR),25.03378378,25,3.741657387
322,Pedro Garcia,R,70,175,0.22,37,Mid home run hitter (25-100 HR),25.10714286,25,6.08276253
323,Carl Yastrzemski,L,71,175,0.285,452,Big home run hitter (over 200 HR),24.40487998,24,21.26029163
324,Derrel Thomas,B,72,160,0.249,43,Mid home run hitter (25-100 HR),21.69753086,21,6.557438524
325,Art Howe,R,74,190,0.26,43,Mid home run hitter (25-100 HR),24.39189189,24,6.557438524
326,Ike Brown,R,72,190,0.256,20,Low home run hitter (under 25 HR),25.7658179,25,4.472135955
327,Howie Goss,R,76,204,0.216,11,Low home run hitter (under 25 HR),24.82894737,24,3.31662479
328,Glenn Borgmann,R,76,210,0.229,16,Low home run hitter (under 25 HR),25.55921053,25,4
329,Lamar Johnson,R,74,215,0.287,64,Mid home run hitter (25-100 HR),27.60135135,27,8
330,Julio Gonzalez,R,71,162,0.235,4,Low home run hitter (under 25 HR),22.59194604,22,2
331,Bobby Klaus,R,70,170,0.208,6,Low home run hitter (under 25 HR),24.38979592,24,2.449489743
332,Manny Sanguillen,R,72,193,0.296,65,Mid home run hitter (25-100 HR),26.1726466,26,8.062257748
334,Johnny Ray,B,71,170,0.29,53,Mid home run hitter (25-100 HR),23.7075977,23,7.280109889
335,Jesus Alou,R,74,190,0.28,32,Mid home run hitter (25-100 HR),24.39189189,24,5.656854249
336,Ken Landreaux,L,70,165,0.268,91,Mid home run hitter (25-100 HR),23.67244898,23,9.539392014
337,Enos Cabell,R,76,170,0.277,60,Mid home run hitter (25-100 HR),20.69078947,20,7.745966692
338,Billy North,B,71,185,0.261,20,Low home run hitter (under 25 HR),25.79944455,25,4.472135955
339,Juan Beniquez,R,71,150,0.274,79,Mid home run hitter (25-100 HR),20.91846856,20,8.888194417
340,Frank Fernandez,R,72,185,0.199,39,Mid home run hitter (25-100 HR),25.08777006,25,6.244997998
341,Bombo Rivera,R,70,187,0.265,10,Low home run hitter (under 25 HR),26.82877551,26,3.16227766
342,Steve Brye,R,72,190,0.258,30,Mid home run hitter (25-100 HR),25.7658179,25,5.477225575
343,Ron Jackson,R,72,200,0.259,56,Mid home run hitter (25-100 HR),27.12191358,27,7.483314774
344,Roger Metzger,B,72,165,0.231,5,Low home run hitter (under 25 HR),22.3755787,22,2.236067978
345,Rufino Linares,R,72,170,0.27,11,Low home run hitter (under 25 HR),23.05362654,23,3.31662479
346,Ray Webster,L,72,185,0.244,17,Low home run hitter (under 25 HR),25.08777006,25,4.123105626
347,Bob Kearney,R,72,190,0.233,27,Mid home run hitter (25-100 HR),25.7658179,25,5.196152423
348,Fergie Jenkins,R,77,205,0.165,13,Low home run hitter (under 25 HR),24.3067971,24,3.605551275
349,Dick Dietz,R,73,195,0.261,66,Mid home run hitter (25-100 HR),25.72433853,25,8.124038405
350,Ted Cox,R,75,195,0.245,10,Low home run hitter (under 25 HR),24.37066667,24,3.16227766
353,Barry Evans,R,73,180,0.251,2,Low home run hitter (under 25 HR),23.74554325,23,1.414213562
354,Mickey Brantley,R,70,180,0.259,32,Mid home run hitter (25-100 HR),25.8244898,25,5.656854249
355,Al Gallagher,R,72,180,0.263,11,Low home run hitter (under 25 HR),24.40972222,24,3.31662479
356,Hector Cruz,R,71,170,0.225,39,Mid home run hitter (25-100 HR),23.7075977,23,6.244997998
357,Fred Norman,B,68,155,0.125,0,Low home run hitter (under 25 HR),23.56509516,23,0
358,Woody Woodward,R,74,180,0.236,1,Low home run hitter (under 25 HR),23.10810811,23,1
359,Ted Martinez,R,72,165,0.24,7,Low home run hitter (under 25 HR),22.3755787,22,2.645751311
360,Jim Anderson,R,72,170,0.218,13,Low home run hitter (under 25 HR),23.05362654,23,3.605551275
361,Lenn Sakata,R,69,160,0.23,25,Mid home run hitter (25-100 HR),23.6252888,23,5
362,Dave Duncan,R,74,190,0.214,109,Big home run hitter (over 200 HR),24.39189189,24,10.44030651
363,Randy Jones,R,72,178,0.132,0,Low home run hitter (under 25 HR),24.13850309,24,0
364,Dick Billings,R,73,195,0.227,16,Low home run hitter (under 25 HR),25.72433853,25,4
365,Bruce Bochte,L,75,195,0.282,100,Mid home run hitter (25-100 HR),24.37066667,24,10
366,Bernie Carbo,L,71,173,0.264,96,Mid home run hitter (25-100 HR),24.12596707,24,9.797958971
367,Vic Davalillo,L,67,150,0.279,36,Mid home run hitter (25-100 HR),23.49075518,23,6
368,Burt Hooton,R,73,210,0.123,4,Low home run hitter (under 25 HR),27.7031338,27,2
369,Fernando Gonzalez,R,70,165,0.235,17,Low home run hitter (under 25 HR),23.67244898,23,4.123105626
370,Jim Sundberg,R,72,190,0.248,95,Mid home run hitter (25-100 HR),25.7658179,25,9.746794345
371,Andy Kosco,R,75,205,0.236,73,Mid home run hitter (25-100 HR),25.62044444,25,8.544003745
372,Steve Huntz,B,73,204,0.206,16,Low home run hitter (under 25 HR),26.91161569,26,4
373,Lenny Faedo,R,72,170,0.251,5,Low home run hitter (under 25 HR),23.05362654,23,2.236067978
374,John Lowenstein,L,72,175,0.253,116,Big home run hitter (over 200 HR),23.73167438,23,10.77032961
375,Don Kessinger,B,73,170,0.252,14,Low home run hitter (under 25 HR),22.42634641,22,3.741657387
376,Joe Hague,L,72,195,0.239,40,Mid home run hitter (25-100 HR),26.44386574,26,6.32455532
377,Bake McBride,L,74,190,0.299,63,Mid home run hitter (25-100 HR),24.39189189,24,7.937253933
378,Dick Davis,R,75,190,0.265,27,Mid home run hitter (25-100 HR),23.74577778,23,5.196152423
379,Richie Scheinblum,B,73,180,0.263,13,Low home run hitter (under 25 HR),23.74554325,23,3.605551275
380,Ed Herrmann,L,73,195,0.24,80,Mid home run hitter (25-100 HR),25.72433853,25,8.94427191
381,Bob Molinaro,L,72,190,0.264,14,Low home run hitter (under 25 HR),25.7658179,25,3.741657387
382,Mike Hegan,L,73,188,0.242,53,Mid home run hitter (25-100 HR),24.80090073,24,7.280109889
383,Mike Diaz,R,74,195,0.247,31,Mid home run hitter (25-100 HR),25.03378378,25,5.567764363
384,Tim Foli,R,72,179,0.251,25,Mid home run hitter (25-100 HR),24.27411265,24,5
385,Alan Knicely,R,72,190,0.213,12,Low home run hitter (under 25 HR),25.7658179,25,3.464101615
386,Tim Laudner,R,75,212,0.225,77,Mid home run hitter (25-100 HR),26.49528889,26,8.774964387
387,Jose Morales,R,71,187,0.287,26,Mid home run hitter (25-100 HR),26.07835747,26,5.099019514
388,Juan Marichal,R,72,185,0.165,4,Low home run hitter (under 25 HR),25.08777006,25,2
389,Vida Blue,B,72,189,0.104,4,Low home run hitter (under 25 HR),25.63020833,25,2
390,Stan Papi,R,72,170,0.218,7,Low home run hitter (under 25 HR),23.05362654,23,2.645751311
391,Rob Wilfong,L,73,180,0.248,39,Mid home run hitter (25-100 HR),23.74554325,23,6.244997998
392,Steve Henderson,R,74,190,0.28,68,Mid home run hitter (25-100 HR),24.39189189,24,8.246211251
393,Rob Picciolo,R,74,185,0.234,17,Low home run hitter (under 25 HR),23.75,23,4.123105626
394,Roberto Pena,R,68,170,0.245,13,Low home run hitter (under 25 HR),25.84558824,25,3.605551275
395,Bob Dernier,R,72,160,0.255,23,Low home run hitter (under 25 HR),21.69753086,21,4.795831523
396,Bill Melton,R,74,200,0.253,160,Big home run hitter (over 200 HR),25.67567568,25,12.64911064
397,Albert Hall,B,71,155,0.251,5,Low home run hitter (under 25 HR),21.61575084,21,2.236067978
398,Barbaro Garbey,R,70,170,0.267,11,Low home run hitter (under 25 HR),24.38979592,24,3.31662479
399,John Milner,L,72,185,0.249,131,Big home run hitter (over 200 HR),25.08777006,25,11.44552314
400,Rich Reese,L,75,185,0.253,52,Mid home run hitter (25-100 HR),23.12088889,23,7.211102551
401,Chris Bando,B,72,195,0.227,27,Mid home run hitter (25-100 HR),26.44386574,26,5.196152423
402,Bill Buckner,L,72,185,0.289,174,Big home run hitter (over 200 HR),25.08777006,25,13.19090596
403,Jack Hiatt,R,74,190,0.251,22,Low home run hitter (under 25 HR),24.39189189,24,4.69041576
404,Nelson Mathews,R,76,195,0.223,22,Low home run hitter (under 25 HR),23.73355263,23,4.69041576
405,Larry Lintz,B,69,150,0.227,0,Low home run hitter (under 25 HR),22.14870825,22,0
406,Ron Theobald,R,68,165,0.248,2,Low home run hitter (under 25 HR),25.08542388,25,1.414213562
407,Rafael Santana,R,73,165,0.246,13,Low home run hitter (under 25 HR),21.76674798,21,3.605551275
408,Jerry Hairston,B,70,170,0.258,30,Mid home run hitter (25-100 HR),24.38979592,24,5.477225575
409,Tommie Aaron,R,75,190,0.229,13,Low home run hitter (under 25 HR),23.74577778,23,3.605551275
410,Steve Dillard,R,73,180,0.243,13,Low home run hitter (under 25 HR),23.74554325,23,3.605551275
411,George Scott,R,74,200,0.268,271,Big home run hitter (over 200 HR),25.67567568,25,16.46207763
412,Ken Walters,R,73,180,0.231,11,Low home run hitter (under 25 HR),23.74554325,23,3.31662479
413,Gorman Thomas,R,74,210,0.225,268,Big home run hitter (over 200 HR),26.95945946,26,16.37070554
414,Paul Dade,R,73,185,0.27,10,Low home run hitter (under 25 HR),24.40514168,24,3.16227766
415,Darrell Porter,L,72,193,0.247,188,Big home run hitter (over 200 HR),26.1726466,26,13.7113092
416,Tim Johnson,L,73,170,0.223,0,Low home run hitter (under 25 HR),22.42634641,22,0
417,Fred Stanley,R,70,165,0.216,10,Low home run hitter (under 25 HR),23.67244898,23,3.16227766
418,Larry Bowa,B,70,155,0.26,15,Low home run hitter (under 25 HR),22.2377551,22,3.872983346
419,Tim Corcoran,L,71,175,0.27,12,Low home run hitter (under 25 HR),24.40487998,24,3.464101615
420,Jim Spencer,L,74,195,0.25,146,Big home run hitter (over 200 HR),25.03378378,25,12.08304597
421,Pete LaCock,L,74,200,0.257,27,Mid home run hitter (25-100 HR),25.67567568,25,5.196152423
422,Carl Morton,R,72,200,0.156,7,Low home run hitter (under 25 HR),27.12191358,27,2.645751311
423,Gary Gray,R,72,187,0.24,24,Low home run hitter (under 25 HR),25.3589892,25,4.898979486
424,Matty Alou,L,69,160,0.307,31,Mid home run hitter (25-100 HR),23.6252888,23,5.567764363
425,Jim Dwyer,L,70,165,0.26,77,Mid home run hitter (25-100 HR),23.67244898,23,8.774964387
426,Dalton Jones,L,73,180,0.235,41,Mid home run hitter (25-100 HR),23.74554325,23,6.403124237
427,Rennie Stennett,R,71,160,0.274,41,Mid home run hitter (25-100 HR),22.31303313,22,6.403124237
428,Jerry May,R,74,190,0.234,15,Low home run hitter (under 25 HR),24.39189189,24,3.872983346
429,Rich McKinney,R,71,185,0.225,20,Low home run hitter (under 25 HR),25.79944455,25,4.472135955
430,Clint Hurdle,L,75,195,0.259,32,Mid home run hitter (25-100 HR),24.37066667,24,5.656854249
431,Mike Andrews,R,75,195,0.258,66,Mid home run hitter (25-100 HR),24.37066667,24,8.124038405
432,Bobby Clark,R,72,190,0.239,19,Low home run hitter (under 25 HR),25.7658179,25,4.358898944
433,Cliff Johnson,R,76,215,0.258,196,Big home run hitter (over 200 HR),26.16776316,26,14
434,Donn Clendenon,R,76,209,0.274,159,Big home run hitter (over 200 HR),25.4375,25,12.60952021
435,Charlie James,R,73,195,0.255,29,Mid home run hitter (25-100 HR),25.72433853,25,5.385164807
436,Bob Horner,R,73,195,0.277,218,Big home run hitter (over 200 HR),25.72433853,25,14.76482306
437,Tom Veryzer,R,73,175,0.241,14,Low home run hitter (under 25 HR),23.08594483,23,3.741657387
438,George Smith,R,70,170,0.205,9,Low home run hitter (under 25 HR),24.38979592,24,3
439,Jim Essian,R,74,195,0.244,33,Mid home run hitter (25-100 HR),25.03378378,25,5.744562647
440,Onix Concepcion,R,66,160,0.239,3,Low home run hitter (under 25 HR),25.82185491,25,1.732050808
441,Boots Day,L,69,160,0.256,8,Low home run hitter (under 25 HR),23.6252888,23,2.828427125
442,Brian Giles,R,73,165,0.228,10,Low home run hitter (under 25 HR),21.76674798,21,3.16227766
443,Garry Maddox,R,75,175,0.285,117,Big home run hitter (over 200 HR),21.87111111,21,10.81665383
444,Alex Trevino,R,70,165,0.249,23,Low home run hitter (under 25 HR),23.67244898,23,4.795831523
445,Jim Price,R,72,192,0.214,18,Low home run hitter (under 25 HR),26.03703704,26,4.242640687
446,Felix Millan,R,71,172,0.279,22,Low home run hitter (under 25 HR),23.98651061,23,4.69041576
447,Steve Garvey,R,70,192,0.294,272,Big home run hitter (over 200 HR),27.54612245,27,16.4924225
448,Don Mincher,L,75,205,0.249,200,Big home run hitter (over 200 HR),25.62044444,25,14.14213562
450,Jim Gosger,L,71,185,0.226,30,Mid home run hitter (25-100 HR),25.79944455,25,5.477225575
451,Chuck Harrison,R,70,185,0.238,17,Low home run hitter (under 25 HR),26.54183673,26,4.123105626
452,Mike Ivie,R,75,205,0.269,81,Mid home run hitter (25-100 HR),25.62044444,25,9
453,Bob Veale,B,78,212,0.114,0,Low home run hitter (under 25 HR),24.49638396,24,0
454,Marvell Wynne,L,71,175,0.247,40,Mid home run hitter (25-100 HR),24.40487998,24,6.32455532
455,Dusty Baker,R,74,183,0.278,242,Big home run hitter (over 200 HR),23.49324324,23,15.55634919
456,Tucker Ashford,R,73,195,0.218,6,Low home run hitter (under 25 HR),25.72433853,25,2.449489743
457,Ned Yost,R,73,190,0.212,16,Low home run hitter (under 25 HR),25.0647401,25,4
458,Bob Stinson,B,71,180,0.25,33,Mid home run hitter (25-100 HR),25.10216227,25,5.744562647
459,Gaylord Perry,R,76,205,0.131,6,Low home run hitter (under 25 HR),24.95065789,24,2.449489743
460,Dave Marshall,L,73,182,0.246,16,Low home run hitter (under 25 HR),24.00938262,24,4
461,Mickey Hatcher,R,74,200,0.28,38,Mid home run hitter (25-100 HR),25.67567568,25,6.164414003
462,Roger Repoz,L,75,190,0.224,82,Mid home run hitter (25-100 HR),23.74577778,23,9.055385138
463,John Orsino,R,75,215,0.249,40,Mid home run hitter (25-100 HR),26.87022222,26,6.32455532
464,Johnny Briggs,L,73,190,0.253,139,Big home run hitter (over 200 HR),25.0647401,25,11.78982612
465,Dave Hostetler,R,76,215,0.229,37,Mid home run hitter (25-100 HR),26.16776316,26,6.08276253
466,Bob Jones,L,74,195,0.221,20,Low home run hitter (under 25 HR),25.03378378,25,4.472135955
467,Keith Hernandez,L,72,180,0.296,162,Big home run hitter (over 200 HR),24.40972222,24,12.72792206
468,Dean Chance,R,75,200,0.066,0,Low home run hitter (under 25 HR),24.99555556,24,0
469,Willie Upshaw,L,72,185,0.262,123,Big home run hitter (over 200 HR),25.08777006,25,11.09053651
470,Dick Green,R,70,180,0.24,80,Mid home run hitter (25-100 HR),25.8244898,25,8.94427191
471,Dane Iorg,L,72,180,0.276,14,Low home run hitter (under 25 HR),24.40972222,24,3.741657387
472,Richie Hebner,L,73,195,0.276,203,Big home run hitter (over 200 HR),25.72433853,25,14.24780685
473,Fran Healy,R,77,220,0.25,20,Low home run hitter (under 25 HR),26.08534323,26,4.472135955
474,Doc Edwards,R,74,215,0.238,15,Low home run hitter (under 25 HR),27.60135135,27,3.872983346
475,Sandy Alomar,B,69,140,0.245,13,Low home run hitter (under 25 HR),20.6721277,20,3.605551275
476,Joe Strain,R,70,169,0.25,1,Low home run hitter (under 25 HR),24.24632653,24,1
477,Gene Richards,L,72,175,0.29,26,Mid home run hitter (25-100 HR),23.73167438,23,5.099019514
478,Buddy Bell,R,73,180,0.279,201,Big home run hitter (over 200 HR),23.74554325,23,14.17744688
479,Al Woods,L,75,190,0.271,35,Mid home run hitter (25-100 HR),23.74577778,23,5.916079783
480,Rudy Law,L,73,165,0.271,18,Low home run hitter (under 25 HR),21.76674798,21,4.242640687
481,Jody Davis,R,76,192,0.245,127,Big home run hitter (over 200 HR),23.36842105,23,11.26942767
482,Mike Edwards,R,70,154,0.25,2,Low home run hitter (under 25 HR),22.09428571,22,1.414213562
483,Deron Johnson,R,74,200,0.244,245,Big home run hitter (over 200 HR),25.67567568,25,15.65247584
484,John Denny,R,75,185,0.17,0,Low home run hitter (under 25 HR),23.12088889,23,0
485,Don Wert,R,70,162,0.242,77,Mid home run hitter (25-100 HR),23.24204082,23,8.774964387
486,Mike Fiore,L,72,175,0.227,13,Low home run hitter (under 25 HR),23.73167438,23,3.605551275
487,Miguel Dilone,B,72,160,0.265,6,Low home run hitter (under 25 HR),21.69753086,21,2.449489743
489,Bobby Tolan,L,71,170,0.265,86,Mid home run hitter (25-100 HR),23.7075977,23,9.273618496
490,Ron Woods,R,70,168,0.233,26,Mid home run hitter (25-100 HR),24.10285714,24,5.099019514
491,Tony Horton,R,75,210,0.268,76,Mid home run hitter (25-100 HR),26.24533333,26,8.717797887
492,Randy Hundley,R,71,170,0.236,82,Mid home run hitter (25-100 HR),23.7075977,23,9.055385138
493,Jose Tartabull,L,71,165,0.261,2,Low home run hitter (under 25 HR),23.01031541,23,1.414213562
494,Ben Oglivie,L,74,160,0.273,235,Big home run hitter (over 200 HR),20.54054054,20,15.32970972
495,Bob Johnson,R,70,175,0.272,44,Mid home run hitter (25-100 HR),25.10714286,25,6.633249581
496,Don Buford,B,67,160,0.264,93,Mid home run hitter (25-100 HR),25.05680552,25,9.643650761
497,Duane Kuiper,L,72,175,0.271,1,Low home run hitter (under 25 HR),23.73167438,23,1
498,Brant Alyea,R,75,215,0.247,38,Mid home run hitter (25-100 HR),26.87022222,26,6.164414003
499,Jerry Narron,L,75,205,0.211,21,Low home run hitter (under 25 HR),25.62044444,25,4.582575695
500,Lou Johnson,R,71,170,0.258,48,Mid home run hitter (25-100 HR),23.7075977,23,6.92820323
501,Ken Retzer,L,72,185,0.264,14,Low home run hitter (under 25 HR),25.08777006,25,3.741657387
502,Mike Brown,R,74,195,0.265,23,Low home run hitter (under 25 HR),25.03378378,25,4.795831523
503,Greg Walker,L,75,205,0.26,113,Big home run hitter (over 200 HR),25.62044444,25,10.63014581
504,Terry Harper,R,76,195,0.253,36,Mid home run hitter (25-100 HR),23.73355263,23,6
505,Jerry Royster,R,72,165,0.249,40,Mid home run hitter (25-100 HR),22.3755787,22,6.32455532
506,Barry Bonnell,R,75,190,0.272,56,Mid home run hitter (25-100 HR),23.74577778,23,7.483314774
507,Tom Seaver,R,73,195,0.154,12,Low home run hitter (under 25 HR),25.72433853,25,3.464101615
508,Jerry Martin,R,73,195,0.251,85,Mid home run hitter (25-100 HR),25.72433853,25,9.219544457
509,Bill Stein,R,70,170,0.267,44,Mid home run hitter (25-100 HR),24.38979592,24,6.633249581
510,Joel Youngblood,R,72,180,0.265,80,Mid home run hitter (25-100 HR),24.40972222,24,8.94427191
511,Reggie Jackson,L,72,195,0.262,563,Big home run hitter (over 200 HR),26.44386574,26,23.72762104
512,Sonny Jackson,L,69,150,0.251,7,Low home run hitter (under 25 HR),22.14870825,22,2.645751311
513,Rodney Scott,B,72,160,0.236,3,Low home run hitter (under 25 HR),21.69753086,21,1.732050808
514,Rich Coggins,L,68,170,0.265,12,Low home run hitter (under 25 HR),25.84558824,25,3.464101615
515,Phil Gagliano,R,73,180,0.238,14,Low home run hitter (under 25 HR),23.74554325,23,3.741657387
516,Jerry McNertney,R,72,180,0.237,27,Mid home run hitter (25-100 HR),24.40972222,24,5.196152423
517,Mitchell Page,L,74,205,0.266,72,Mid home run hitter (25-100 HR),26.31756757,26,8.485281374
518,Kiko Garcia,R,71,180,0.239,12,Low home run hitter (under 25 HR),25.10216227,25,3.464101615
519,Larry Milbourne,B,72,161,0.254,11,Low home run hitter (under 25 HR),21.83314043,21,3.31662479
520,Bill Sudakis,B,73,190,0.234,59,Mid home run hitter (25-100 HR),25.0647401,25,7.681145748
521,Domingo Ramos,R,70,154,0.24,8,Low home run hitter (under 25 HR),22.09428571,22,2.828427125
522,Ron Oester,B,74,185,0.265,42,Mid home run hitter (25-100 HR),23.75,23,6.480740698
523,Glenn Adams,L,73,180,0.28,34,Mid home run hitter (25-100 HR),23.74554325,23,5.830951895
524,Joe Morgan,L,67,160,0.271,268,Big home run hitter (over 200 HR),25.05680552,25,16.37070554
525,R.J. Reynolds,B,72,190,0.267,35,Mid home run hitter (25-100 HR),25.7658179,25,5.916079783
526,Lee Thomas,L,74,195,0.255,106,Big home run hitter (over 200 HR),25.03378378,25,10.29563014
527,Ray Fosse,R,74,215,0.256,61,Mid home run hitter (25-100 HR),27.60135135,27,7.810249676
528,Paul Popovich,B,72,175,0.233,14,Low home run hitter (under 25 HR),23.73167438,23,3.741657387
529,John Stephenson,L,71,180,0.216,12,Low home run hitter (under 25 HR),25.10216227,25,3.464101615
530,Doug Clemens,L,72,180,0.229,12,Low home run hitter (under 25 HR),24.40972222,24,3.464101615
531,Orlando Mercado,R,72,180,0.199,7,Low home run hitter (under 25 HR),24.40972222,24,2.645751311
532,Charley Smith,R,73,170,0.239,69,Mid home run hitter (25-100 HR),22.42634641,22,8.306623863
533,Buddy Biancalana,B,71,160,0.205,6,Low home run hitter (under 25 HR),22.31303313,22,2.449489743
534,Bob Uecker,R,73,190,0.2,14,Low home run hitter (under 25 HR),25.0647401,25,3.741657387
535,Felix Torres,R,71,165,0.254,27,Mid home run hitter (25-100 HR),23.01031541,23,5.196152423
536,Steve Braun,L,70,180,0.271,52,Mid home run hitter (25-100 HR),25.8244898,25,7.211102551
537,Ray Knight,R,73,185,0.271,84,Mid home run hitter (25-100 HR),24.40514168,24,9.16515139
538,Ty Cline,L,72,170,0.238,6,Low home run hitter (under 25 HR),23.05362654,23,2.449489743
539,Thad Bosley,L,75,175,0.272,20,Low home run hitter (under 25 HR),21.87111111,21,4.472135955
540,Bobby Grich,R,74,180,0.266,224,Big home run hitter (over 200 HR),23.10810811,23,14.96662955
541,Jimmie Hall,L,72,175,0.254,121,Big home run hitter (over 200 HR),23.73167438,23,11
542,John Boccabella,R,73,195,0.219,26,Mid home run hitter (25-100 HR),25.72433853,25,5.099019514
543,Brock Davis,L,70,160,0.26,1,Low home run hitter (under 25 HR),22.95510204,22,1
544,Curt Blefary,L,74,195,0.237,112,Big home run hitter (over 200 HR),25.03378378,25,10.58300524
545,Mack Jones,L,73,180,0.252,133,Big home run hitter (over 200 HR),23.74554325,23,11.53256259
546,Buddy Bradford,R,71,170,0.226,52,Mid home run hitter (25-100 HR),23.7075977,23,7.211102551
547,Hosken Powell,L,73,175,0.259,17,Low home run hitter (under 25 HR),23.08594483,23,4.123105626
548,Dave Stapleton,R,73,178,0.271,41,Mid home run hitter (25-100 HR),23.48170388,23,6.403124237
549,Gary Ward,R,74,195,0.276,130,Big home run hitter (over 200 HR),25.03378378,25,11.40175425
550,Jim Lonborg,R,77,200,0.136,3,Low home run hitter (under 25 HR),23.71394839,23,1.732050808
551,Joe Lis,R,72,175,0.233,32,Mid home run hitter (25-100 HR),23.73167438,23,5.656854249
552,Dan Meyer,L,71,180,0.253,86,Mid home run hitter (25-100 HR),25.10216227,25,9.273618496
553,Jim Holt,L,72,180,0.265,19,Low home run hitter (under 25 HR),24.40972222,24,4.358898944
554,Larry Herndon,R,75,190,0.274,107,Big home run hitter (over 200 HR),23.74577778,23,10.34408043
555,Wallace Johnson,B,72,173,0.255,5,Low home run hitter (under 25 HR),23.46045525,23,2.236067978
556,Eddie Leon,R,72,170,0.236,24,Low home run hitter (under 25 HR),23.05362654,23,4.898979486
